0.865,94.353,0.409,0.542,1.227,8.505,0.753,3.955,6.113,8.234,11.865,0.9172,0.1093,12.370,91.533,91.519,2.146,76.738,97.127,182,181,10.912,0.236,0,0,0  
1.166,124.948,0.505,0.401,1.515,6.848,0.657,3.160,4.714,6.542,9.481,0.9123,0.1306,12.913,93.777,93.408,2.976,76.812,98.003,121,120,10.719,0.464,1.377,0,0  
0.806,82.518,0.231,0.335,0.694,4.258,0.439,1.661,2.594,3.971,4.982,0.9462,0.0803,16.756,98.615,98.022,3.596,75.950,102.311,114,112,10.236,0.568,2.769,1,1.7390000000000003  
1.987,204.119,0.895,0.814,2.686,16.002,1.558,8.662,10.561,12.080,25.986,0.9273,0.0945,13.712,92.371,99.899,49.608,79.012,421.158,132,131,10.272,2.393,0,0,0  
0.623,63.369,0.221,0.316,0.663,7.716,0.702,3.321,4.144,7.431,9.964,0.9691,0.0413,18.070,97.551,99.307,14.027,94.358,213.089,116,114,10.167,0.779,1.484,1,4.138  
1.981,171.777,0.887,0.933,2.662,12.605,1.404,4.713,7.633,14.096,14.140,0.9660,0.0421,17.792,99.674,115.933,71.762,91.855,441.032,106,105,8.669,3.113,0,0,0  
0.634,64.280,0.306,0.333,0.917,7.026,0.721,2.449,3.728,8.422,7.346,0.9792,0.0277,22.879,99.010,98.599,1.966,88.680,101.863,118,117,10.140,0.214,0,0,0  
0.501,49.039,0.202,0.296,0.606,7.397,0.784,2.241,4.441,10.542,6.722,0.9754,0.0282,20.054,102.179,102.163,1.662,97.584,106.533,117,116,9.791,0.167,0,0,0  
0.841,78.531,0.448,0.428,1.343,4.783,0.476,1.684,2.932,4.710,5.051,0.9729,0.0369,20.894,108.438,107.134,2.890,94.304,111.395,98,97,9.339,0.275,0.397,0,0  
2.213,223.002,1.229,0.894,3.688,12.568,1.342,5.831,7.434,12.416,17.493,0.9208,0.1151,14.392,96.482,102.143,48.972,72.998,442.988,85,83,10.077,2.041,8.772,1,17.895  
2.364,191.660,1.013,1.087,3.039,13.592,1.615,6.685,8.916,11.505,20.054,0.9488,0.0831,18.360,99.866,129.367,98.644,92.043,491.932,142,140,8.107,3.498,0,0,0  
2.547,239.734,1.284,1.333,3.853,7.822,1.159,3.277,4.623,6.349,9.832,0.9494,0.0775,19.543,99.633,107.963,59.554,70.603,472.503,102,100,9.413,2.647,0.382,0,0  
1.402,153.028,0.809,0.599,2.426,10.042,0.938,4.596,6.226,10.013,13.788,0.9400,0.0844,15.322,90.657,91.510,5.590,78.921,107.870,132,130,10.916,0.670,1.4460000000000002,1,3.8920000000000003  
1.238,123.022,0.723,0.679,2.169,8.982,1.228,3.826,5.357,7.246,11.478,0.9449,0.0880,21.170,101.196,100.933,5.391,76.980,111.267,126,125,9.940,0.624,1.458,0,0  
0.856,78.945,0.261,0.251,0.784,8.478,0.981,2.567,4.606,9.844,7.702,0.9749,0.0299,22.421,109.802,108.239,5.951,70.827,112.057,98,97,9.222,0.478,0,0,0  
1.237,60.749,0.708,0.772,2.125,7.798,0.819,3.929,4.874,6.905,11.786,0.8809,0.1639,9.875,203.529,204.011,5.409,186.898,219.690,603,602,4.910,0.163,0.242,0,0  
0.682,33.066,0.404,0.507,1.212,5.894,0.627,3.159,3.563,4.172,9.478,0.9380,0.0716,13.125,209.708,205.781,22.862,82.735,223.560,651,650,4.851,0.733,0,0,0  
0.621,28.576,0.369,0.360,1.108,7.490,0.748,3.986,4.500,5.649,11.959,0.9384,0.0677,12.670,218.133,217.235,7.200,196.134,229.983,992,991,4.603,0.155,0,0,0  
0.492,23.179,0.285,0.295,0.855,3.926,0.407,2.014,2.424,2.879,6.041,0.9761,0.0249,17.289,211.642,212.236,2.624,203.368,232.839,842,841,4.712,0.059,0,0,0  
